Timestamp;Wochentag;Stunde;Minute;Tag im Jahr;Tagesfaktor;Wochenprofil;Saisonfaktor;Rauschen;Peak-Events;Grundlast;Betriebsfaktor;kW_synth;cosphi_synth;kwh_15min;is_peak_event
01.01.25 10:45;3;10;45;1;1;1;1,0025;-0,1363;0;6;1;3,84;0,975759577;;
01.01.25 11:00;3;11;0;1;1;1;1,0025;0,6076;0;6;1;20,25;0,928466942;;
01.01.25 11:15;3;11;15;1;1;1;1,0025;-0,0153;0;6;1;6,51;0,968220638;;
01.01.25 11:30;3;11;30;1;1;1;1,0025;1,5578;0;6;1;41,21;0,903580837;;
01.01.25 11:45;3;11;45;1;1;1;1,0026;-0,8392;0;6;1;1,50;0,97300426;;
01.01.25 12:00;3;12;0;1;1;1;1,0026;0,1168;0;6;1;9,33;0,961477216;;
01.01.25 12:15;3;12;15;2;1;1;1,0026;-0,1424;0;6;1;3,61;0,984081868;;
01.01.25 12:30;3;12;30;2;1;1;1,0026;-0,8016;0;6;1;1,50;0,977241524;;
01.01.25 12:45;3;12;45;2;1;1;1,0026;-0,8259;0;6;1;1,50;0,98016468;;
01.01.25 13:00;3;13;0;2;1;1;1,0027;0,4539;0;6;1;16,76;0,920603644;;
01.01.25 13:15;3;13;15;2;1;1;1,0027;0,0469;0;6;1;7,78;0,962328942;;
01.01.25 13:30;3;13;30;2;1;1;1,0027;-0,3302;0;6;1;1,50;0,970167019;;
01.01.25 13:45;3;13;45;2;1;1;1,0027;0,4982;0;6;1;17,74;0,937489501;;
01.01.25 14:00;3;14;0;2;1;1;1,0027;-0,0387;0;6;1;5,90;0,966275978;;
01.01.25 14:15;3;14;15;2;1;1;1,0027;-0,3617;0;6;1;1,50;0,977024679;;
01.01.25 14:30;3;14;30;2;1;1;1,0028;1,0885;0;6;1;30,76;0,913603932;;
01.01.25 14:45;3;14;45;2;1;1;1,0028;-0,1171;0;6;1;4,17;0,972101804;;
01.01.25 15:00;3;15;0;2;1;1;1,0028;0,3892;0;6;1;15,34;0,931361644;;
01.01.25 15:15;3;15;15;2;1;1;1,0028;0,3347;0;6;1;14,14;0,948789184;;
01.01.25 15:30;3;15;30;2;1;1;1,0028;-0,5622;0;6;1;1,50;0,983024502;;
01.01.25 15:45;3;15;45;2;1;1;1,0029;0,2784;0;6;1;12,89;0,935644024;;
01.01.25 16:00;3;16;0;2;0;1;1,0029;0,3891;0;6;1;14,93;0,947529603;;
01.01.25 16:15;3;16;15;2;0;1;1,0029;-0,4279;0;6;1;1,50;0,974526127;;
01.01.25 16:30;3;16;30;2;0;1;1,0029;1,6765;0;6;1;43,34;0,906360004;;
01.01.25 16:45;3;16;45;2;0;1;1,0029;-0,1267;0;6;1;3,55;0,969816807;;
01.01.25 17:00;3;17;0;2;0;1;1,0029;-0,3182;0;6;1;1,50;0,983323864;;
01.01.25 17:15;3;17;15;2;0;1;1,0030;0,7219;0;6;1;22,28;0,924644564;;
01.01.25 17:30;3;17;30;2;0;1;1,0030;0,0924;0;6;1;8,39;0,955605657;;
01.01.25 17:45;3;17;45;2;0;1;1,0030;0,1757;0;6;1;10,23;0,938259939;;
01.01.25 18:00;3;18;0;2;0;1;1,0030;0,7011;0;6;1;21,82;0,915095461;;
01.01.25 18:15;3;18;15;2;0;1;1,0030;1,0176;0;6;1;28,80;0,904227142;;
01.01.25 18:30;3;18;30;2;0;1;1,0030;0,0400;0;6;1;7,23;0,96910526;;
01.01.25 18:45;3;18;45;2;0;1;1,0031;-0,4309;0;6;1;1,50;0,976123224;;
01.01.25 19:00;3;19;0;2;0;1;1,0031;1,2405;0;6;1;33,73;0,90709466;;
01.01.25 19:15;3;19;15;2;0;1;1,0031;-0,6269;0;6;1;1,50;0,984695276;;
01.01.25 19:30;3;19;30;2;0;1;1,0031;-0,4508;0;6;1;1,50;0,985469293;;
01.01.25 19:45;3;19;45;2;0;1;1,0031;0,4193;0;6;1;15,60;0,951372073;;
01.01.25 20:00;3;20;0;2;0;1;1,0032;-0,1719;0;6;1;2,41;0,964434022;;
01.01.25 20:15;3;20;15;2;0;1;1,0032;-0,6207;0;6;1;1,50;0,986159589;;
01.01.25 20:30;3;20;30;2;0;1;1,0032;-1,4910;0;6;1;1,50;0,98601065;;
01.01.25 20:45;3;20;45;2;0;1;1,0032;0,0118;0;6;1;6,46;0,971234138;;
01.01.25 21:00;3;21;0;2;0;1;1,0032;1,0953;0;6;1;30,37;0,897144245;;
01.01.25 21:15;3;21;15;2;0;1;1,0032;-0,9812;0;6;1;1,50;0,978072456;;
01.01.25 21:30;3;21;30;2;0;1;1,0033;-0,7483;0;6;1;1,50;0,984165882;;
01.01.25 21:45;3;21;45;2;0;1;1,0033;0,7053;0;6;1;21,77;0,923289194;;
01.01.25 22:00;3;22;0;2;0;1;1,0033;1,3636;0;6;1;36,30;0,902703985;;
01.01.25 22:15;3;22;15;2;0;1;1,0033;0,4178;0;6;1;15,42;0,933262607;;
01.01.25 22:30;3;22;30;2;0;1;1,0033;0,5332;0;6;1;17,97;0,948799887;;
01.01.25 22:45;3;22;45;2;0;1;1,0034;-0,2979;0;6;1;1,50;0,986393438;;
01.01.25 23:00;3;23;0;2;0;1;1,0034;-0,1416;0;6;1;3,08;0,987692558;;
01.01.25 23:15;3;23;15;2;0;1;1,0034;0,3481;0;6;1;13,88;0,965819542;;
01.01.25 23:30;3;23;30;2;0;1;1,0034;-0,5328;0;6;1;1,50;0,983294662;;
01.01.25 23:45;3;23;45;2;0;1;1,0034;-0,1855;0;6;1;2,11;0,998716569;;
02.01.25 00:00;4;0;0;2;0;1;1,0034;-0,0094;0;6;1;5,94;0,968908136;;
02.01.25 00:15;4;0;15;2;0;1;1,0035;-0,4729;0;6;1;1,50;0,966418199;;
02.01.25 00:30;4;0;30;2;0;1;1,0035;-0,5221;0;6;1;1,50;0,974543518;;
02.01.25 00:45;4;0;45;2;0;1;1,0035;0,7586;0;6;1;22,90;0,929108761;;
02.01.25 01:00;4;1;0;2;0;1;1,0035;0,8950;0;6;1;25,91;0,904609028;;
02.01.25 01:15;4;1;15;2;0;1;1,0035;-1,1540;0;6;1;1,50;0,965955;;
02.01.25 01:30;4;1;30;2;0;1;1,0035;-1,1203;0;6;1;1,50;0,974512446;;
02.01.25 01:45;4;1;45;2;0;1;1,0036;0,7814;0;6;1;23,40;0,922257041;;
02.01.25 02:00;4;2;0;2;0;1;1,0036;0,0430;0;6;1;7,10;0,963295597;;
02.01.25 02:15;4;2;15;2;0;1;1,0036;0,8415;0;6;1;24,73;0,935075224;;
02.01.25 02:30;4;2;30;2;0;1;1,0036;0,8947;0;6;1;25,90;0,924314926;;
02.01.25 02:45;4;2;45;2;0;1;1,0036;-0,2496;0;6;1;1,50;0,964337466;;
02.01.25 03:00;4;3;0;2;0;1;1,0037;-0,2130;0;6;1;1,50;0,958562382;;
02.01.25 03:15;4;3;15;2;0;1;1,0037;0,5805;0;6;1;18,97;0,926267842;;
02.01.25 03:30;4;3;30;2;0;1;1,0037;-0,1589;0;6;1;2,64;0,962117791;;
02.01.25 03:45;4;3;45;2;0;1;1,0037;-0,7882;0;6;1;1,50;0,968968682;;
02.01.25 04:00;4;4;0;2;0;1;1,0037;0,6243;0;6;1;19,94;0,92511898;;
02.01.25 04:15;4;4;15;2;0;1;1,0037;-0,3810;0;6;1;1,50;0,968702116;;
02.01.25 04:30;4;4;30;2;0;1;1,0038;0,9535;0;6;1;27,21;0,921345279;;
02.01.25 04:45;4;4;45;2;0;1;1,0038;0,1824;0;6;1;10,18;0,960142596;;
02.01.25 05:00;4;5;0;2;0;1;1,0038;0,3878;0;6;1;14,91;0,951083121;;
02.01.25 05:15;4;5;15;2;0;1;1,0038;0,1181;0;6;1;8,96;0,95038558;;
02.01.25 05:30;4;5;30;2;0;1;1,0038;0,3681;0;6;1;14,48;0,926463787;;
02.01.25 05:45;4;5;45;2;0;1;1,0039;0,4006;0;6;1;15,20;0,948034779;;
02.01.25 06:00;4;6;0;2;0;1;1,0039;0,0267;0;6;1;6,94;0,95617244;;
02.01.25 06:15;4;6;15;2;0;1;1,0039;0,2068;0;6;1;10,92;0,946652381;;
02.01.25 06:30;4;6;30;2;0;1;1,0039;-0,2207;0;6;1;1,50;0,966827866;;
02.01.25 06:45;4;6;45;2;0;1;1,0039;0,9116;0;6;1;26,48;0,909970373;;
02.01.25 07:00;4;7;0;2;1;1;1,0039;-0,4190;0;6;1;1,50;0,962688093;;
02.01.25 07:15;4;7;15;2;1;1;1,0040;1,2464;0;6;1;34,38;0,902311754;;
02.01.25 07:30;4;7;30;2;1;1;1,0040;-0,4619;0;6;1;1,50;0,987900946;;
02.01.25 07:45;4;7;45;2;1;1;1,0040;0,9983;0;6;1;28,90;0,920624587;;
02.01.25 08:00;4;8;0;2;1;1;1,0040;-0,2002;0;6;1;2,43;0,989011392;;
02.01.25 08:15;4;8;15;2;1;1;1,0040;0,1539;0;6;1;10,25;0,95648417;;
02.01.25 08:30;4;8;30;2;1;1;1,0041;0,4741;0;6;1;17,32;0,950804783;;
02.01.25 08:45;4;8;45;2;1;1;1,0041;0,5061;0;6;1;18,03;0,927112725;;
02.01.25 09:00;4;9;0;2;1;1;1,0041;0,6451;0;6;1;21,10;0,937024393;;
02.01.25 09:15;4;9;15;2;1;1;1,0041;-0,2343;0;6;1;1,67;0,982039209;;
02.01.25 09:30;4;9;30;2;1;1;1,0041;-0,2391;0;6;1;1,57;0,98061937;;
02.01.25 09:45;4;9;45;2;1;1;1,0041;-0,0313;0;6;1;6,16;0,987774286;;
02.01.25 10:00;4;10;0;2;1;1;1,0042;-0,0175;0;6;1;6,46;0,965131235;;
02.01.25 10:15;4;10;15;2;1;1;1,0042;-0,5206;0;6;1;1,50;0,972084;;
02.01.25 10:30;4;10;30;2;1;1;1,0042;-0,7872;0;6;1;1,50;0,980758273;;
02.01.25 10:45;4;10;45;2;1;1;1,0042;0,8354;0;6;1;25,31;0,93994105;;
02.01.25 11:00;4;11;0;2;1;1;1,0042;-0,8136;0;6;1;1,50;0,978579049;;
02.01.25 11:15;4;11;15;2;1;1;1,0042;-0,4796;0;6;1;1,50;0,963144411;;
02.01.25 11:30;4;11;30;2;1;1;1,0043;-0,0247;0;6;1;6,30;0,963566651;;
02.01.25 11:45;4;11;45;2;1;1;1,0043;0,3911;0;6;1;15,49;0,932710625;;
02.01.25 12:00;4;12;0;2;1;1;1,0043;-0,2662;0;6;1;1,50;0,989837774;;
02.01.25 12:15;4;12;15;3;1;1;1,0043;0,7125;0;6;1;22,49;0,92130748;;
02.01.25 12:30;4;12;30;3;1;1;1,0043;0,4354;0;6;1;16,37;0,936870741;;
02.01.25 12:45;4;12;45;3;1;1;1,0044;0,8628;0;6;1;25,81;0,922575084;;
02.01.25 13:00;4;13;0;3;1;1;1,0044;0,7367;0;6;1;23,03;0,926829617;;
02.01.25 13:15;4;13;15;3;1;1;1,0044;-0,0132;0;6;1;6,46;0,966646704;;
02.01.25 13:30;4;13;30;3;1;1;1,0044;-1,3280;0;6;1;1,50;0,969011157;;
02.01.25 13:45;4;13;45;3;1;1;1,0044;-0,4643;0;6;1;1,50;0,982033654;;
02.01.25 14:00;4;14;0;3;1;1;1,0044;0,1925;0;6;1;11,00;0,95069127;;
02.01.25 14:15;4;14;15;3;1;1;1,0045;0,0335;0;6;1;7,49;0,95523029;;
02.01.25 14:30;4;14;30;3;1;1;1,0045;0,1606;0;6;1;10,30;0,963238499;;
02.01.25 14:45;4;14;45;3;1;1;1,0045;0,0536;0;6;1;7,93;0,9663249;;
02.01.25 15:00;4;15;0;3;1;1;1,0045;-0,8991;0;6;1;1,50;0,99561385;;
02.01.25 15:15;4;15;15;3;1;1;1,0045;-0,0887;0;6;1;4,79;0,971830176;;
02.01.25 15:30;4;15;30;3;1;1;1,0046;0,1761;0;6;1;10,64;0,966032399;;
02.01.25 15:45;4;15;45;3;1;1;1,0046;-0,3091;0;6;1;1,50;0,974219146;;
02.01.25 16:00;4;16;0;3;0;1;1,0046;-0,7204;0;6;1;1,50;0,971984704;;
02.01.25 16:15;4;16;15;3;0;1;1,0046;0,9351;0;6;1;27,02;0,899073217;;
02.01.25 16:30;4;16;30;3;0;1;1,0046;0,1305;0;6;1;9,23;0,949790886;;
02.01.25 16:45;4;16;45;3;0;1;1,0046;-0,1521;0;6;1;2,99;0,970435989;;
02.01.25 17:00;4;17;0;3;0;1;1,0047;-0,8196;0;6;1;1,50;0,978928665;;
02.01.25 17:15;4;17;15;3;0;1;1,0047;1,0736;0;6;1;30,08;0,922010941;;
02.01.25 17:30;4;17;30;3;0;1;1,0047;-0,7120;0;6;1;1,50;0,99757334;;
02.01.25 17:45;4;17;45;3;0;1;1,0047;-0,2723;0;6;1;1,50;0,971928818;;
02.01.25 18:00;4;18;0;3;0;1;1,0047;0,3237;0;6;1;13,51;0,952595115;;
02.01.25 18:15;4;18;15;3;0;1;1,0048;0,6419;0;6;1;20,54;0,931838554;;
02.01.25 18:30;4;18;30;3;0;1;1,0048;-0,0832;0;6;1;4,51;0,968534991;;
02.01.25 18:45;4;18;45;3;0;1;1,0048;-0,2711;0;6;1;1,50;0,967272737;;
02.01.25 19:00;4;19;0;3;0;1;1,0048;0,3143;0;6;1;13,30;0,952288396;;
02.01.25 19:15;4;19;15;3;0;1;1,0048;-0,7637;0;6;1;1,50;0,961680217;;
02.01.25 19:30;4;19;30;3;0;1;1,0048;0,1786;0;6;1;10,30;0,954783006;;
02.01.25 19:45;4;19;45;3;0;1;1,0049;0,3564;0;6;1;14,23;0,953209151;;
02.01.25 20:00;4;20;0;3;0;1;1,0049;-0,5993;0;6;1;1,50;0,980574029;;
02.01.25 20:15;4;20;15;3;0;1;1,0049;0,2454;0;6;1;11,63;0,947716392;;
02.01.25 20:30;4;20;30;3;0;1;1,0049;1,2134;19;6;1;52,03;0,896208559;;
02.01.25 20:45;4;20;45;3;0;1;1,0049;-0,7376;0;6;1;1,50;0,97815507;;
02.01.25 21:00;4;21;0;3;0;1;1,0049;0,3021;0;6;1;12,88;0,943165337;;
02.01.25 21:15;4;21;15;3;0;1;1,0050;1,1832;0;6;1;32,36;0,900201974;;
02.01.25 21:30;4;21;30;3;0;1;1,0050;0,2083;0;6;1;10,81;0,97740536;;
02.01.25 21:45;4;21;45;3;0;1;1,0050;0,6400;0;6;1;20,35;0,939279903;;
02.01.25 22:00;4;22;0;3;0;1;1,0050;0,0085;0;6;1;6,39;0,949947735;;
02.01.25 22:15;4;22;15;3;0;1;1,0050;-0,5866;0;6;1;1,50;0,991418606;;
02.01.25 22:30;4;22;30;3;0;1;1,0051;1,1404;0;6;1;31,42;0,904027896;;
02.01.25 22:45;4;22;45;3;0;1;1,0051;-0,6210;0;6;1;1,50;0,98147707;;
02.01.25 23:00;4;23;0;3;0;1;1,0051;0,7567;0;6;1;22,93;0,942966135;;
02.01.25 23:15;4;23;15;3;0;1;1,0051;-0,1732;0;6;1;2,37;0,978488191;;
02.01.25 23:30;4;23;30;3;0;1;1,0051;0,4369;0;6;1;15,86;0,924406972;;
02.01.25 23:45;4;23;45;3;0;1;1,0051;0,8472;0;6;1;24,93;0,922604889;;
03.01.25 00:00;5;0;0;3;0;1;1,0052;-0,0214;0;6;1;5,68;0,963386634;;
03.01.25 00:15;5;0;15;3;0;1;1,0052;-1,2111;0;6;1;1,50;0,967810763;;
03.01.25 00:30;5;0;30;3;0;1;1,0052;-0,1502;0;6;1;2,83;0,955997449;;
03.01.25 00:45;5;0;45;3;0;1;1,0052;-0,7040;0;6;1;1,50;0,971439063;;
03.01.25 01:00;5;1;0;3;0;1;1,0052;0,1292;0;6;1;9,01;0,952444381;;
03.01.25 01:15;5;1;15;3;0;1;1,0053;-0,3129;0;6;1;1,50;0,970591794;;
03.01.25 01:30;5;1;30;3;0;1;1,0053;-0,4008;0;6;1;1,50;0,980931702;;
03.01.25 01:45;5;1;45;3;0;1;1,0053;0,1443;0;6;1;9,34;0,969543272;;
03.01.25 02:00;5;2;0;3;0;1;1,0053;0,3000;0;6;1;12,79;0,957681138;;
03.01.25 02:15;5;2;15;3;0;1;1,0053;-0,8283;0;6;1;1,50;0,979525785;;
03.01.25 02:30;5;2;30;3;0;1;1,0053;0,5476;0;6;1;18,26;0,931936614;;
03.01.25 02:45;5;2;45;3;0;1;1,0054;0,6124;0;6;1;19,70;0,968370849;;
03.01.25 03:00;5;3;0;3;0;1;1,0054;-0,0879;0;6;1;4,21;0,961631331;;
03.01.25 03:15;5;3;15;3;0;1;1,0054;0,0546;0;6;1;7,36;0,954003382;;
03.01.25 03:30;5;3;30;3;0;1;1,0054;0,4512;0;6;1;16,13;0,946793467;;
03.01.25 03:45;5;3;45;3;0;1;1,0054;0,1140;0;6;1;8,67;0,97314729;;
03.01.25 04:00;5;4;0;3;0;1;1,0054;-0,7220;0;6;1;1,50;0,960030742;;
03.01.25 04:15;5;4;15;3;0;1;1,0055;-0,1851;0;6;1;2,05;0,98584424;;
03.01.25 04:30;5;4;30;3;0;1;1,0055;-0,1403;0;6;1;3,05;0,954555649;;
03.01.25 04:45;5;4;45;3;0;1;1,0055;-0,9989;0;6;1;1,50;0,971697225;;
03.01.25 05:00;5;5;0;3;0;1;1,0055;0,0390;0;6;1;7,21;0,960200239;;
03.01.25 05:15;5;5;15;3;0;1;1,0055;-0,9135;0;6;1;1,50;0,973896202;;
03.01.25 05:30;5;5;30;3;0;1;1,0056;0,7279;0;6;1;22,45;0,934857705;;
03.01.25 05:45;5;5;45;3;0;1;1,0056;0,1027;0;6;1;8,62;0,938783204;;
03.01.25 06:00;5;6;0;3;0;1;1,0056;-0,7369;0;6;1;1,50;0,985372304;;
03.01.25 06:15;5;6;15;3;0;1;1,0056;-0,2290;0;6;1;1,50;0,982433713;;
03.01.25 06:30;5;6;30;3;0;1;1,0056;-1,0699;0;6;1;1,50;0,993397521;;
03.01.25 06:45;5;6;45;3;0;1;1,0056;0,0782;0;6;1;8,08;0,959171057;;
03.01.25 07:00;5;7;0;3;1;1;1,0057;0,7222;0;6;1;22,83;0,904685939;;
03.01.25 07:15;5;7;15;3;1;1;1,0057;0,4084;0;6;1;15,89;0,937204541;;
03.01.25 07:30;5;7;30;3;1;1;1,0057;-0,1187;0;6;1;4,22;0,974121841;;
03.01.25 07:45;5;7;45;3;1;1;1,0057;0,2604;0;6;1;12,61;0,945784484;;
03.01.25 08:00;5;8;0;3;1;1;1,0057;-0,6352;0;6;1;1,50;0,975757939;;
03.01.25 08:15;5;8;15;3;1;1;1,0058;-0,1631;0;6;1;3,24;0,975616357;;
03.01.25 08:30;5;8;30;3;1;1;1,0058;0,1622;0;6;1;10,44;0,953100639;;
03.01.25 08:45;5;8;45;3;1;1;1,0058;-0,2941;0;6;1;1,50;0,976650331;;
03.01.25 09:00;5;9;0;3;1;1;1,0058;0,3167;0;6;1;13,86;0,937265576;;
03.01.25 09:15;5;9;15;3;1;1;1,0058;0,9397;0;6;1;27,64;0,903211736;;
03.01.25 09:30;5;9;30;3;1;1;1,0058;0,1203;0;6;1;9,51;0,952952451;;
03.01.25 09:45;5;9;45;3;1;1;1,0059;0,0323;0;6;1;7,56;0,957563853;;
03.01.25 10:00;5;10;0;3;1;1;1,0059;0,2184;0;6;1;11,68;0,969551538;;
03.01.25 10:15;5;10;15;3;1;1;1,0059;0,1669;0;6;1;10,54;0,961107477;;
03.01.25 10:30;5;10;30;3;1;1;1,0059;0,0628;0;6;1;8,24;0,959167882;;
03.01.25 10:45;5;10;45;3;1;1;1,0059;0,1366;0;6;1;9,87;0,950195258;;
03.01.25 11:00;5;11;0;3;1;1;1,0059;-0,4106;0;6;1;1,50;0,963310161;;
03.01.25 11:15;5;11;15;3;1;1;1,0060;-0,2290;0;6;1;1,78;0,975934489;;
03.01.25 11:30;5;11;30;3;1;1;1,0060;-0,6971;0;6;1;1,50;0,967892258;;
03.01.25 11:45;5;11;45;3;1;1;1,0060;-1,7924;0;6;1;1,50;0,970715764;;
03.01.25 12:00;5;12;0;3;1;1;1,0060;0,2430;0;6;1;12,13;0,922310733;;
03.01.25 12:15;5;12;15;4;1;1;1,0060;0,6545;0;6;1;21,23;0,901223444;;
03.01.25 12:30;5;12;30;4;1;1;1,0061;-0,0224;0;6;1;6,25;0,976907368;;
03.01.25 12:45;5;12;45;4;1;1;1,0061;0,0938;0;6;1;8,83;0,962837008;;
03.01.25 13:00;5;13;0;4;1;1;1,0061;0,5429;0;6;1;18,77;0,942894972;;
03.01.25 13:15;5;13;15;4;1;1;1,0061;-1,1479;0;6;1;1,50;0,967986119;;
03.01.25 13:30;5;13;30;4;1;1;1,0061;0,4413;0;6;1;16,52;0,947912497;;
03.01.25 13:45;5;13;45;4;1;1;1,0061;-0,6726;0;6;1;1,50;0,97363818;;
03.01.25 14:00;5;14;0;4;1;1;1,0062;0,4711;0;6;1;17,18;0,937051561;;
03.01.25 14:15;5;14;15;4;1;1;1,0062;-0,8753;0;6;1;1,50;0,987565196;;
03.01.25 14:30;5;14;30;4;1;1;1,0062;-0,3710;0;6;1;1,50;0,960811678;;
03.01.25 14:45;5;14;45;4;1;1;1,0062;-0,6716;0;6;1;1,50;0,987299827;;
03.01.25 15:00;5;15;0;4;1;1;1,0062;0,8845;0;6;1;26,33;0,918351694;;
03.01.25 15:15;5;15;15;4;1;1;1,0063;0,0520;0;6;1;7,90;0,972525647;;
03.01.25 15:30;5;15;30;4;1;1;1,0063;0,4250;0;6;1;16,16;0,946716569;;
03.01.25 15:45;5;15;45;4;1;1;1,0063;0,4731;0;6;1;17,22;0,93989931;;
03.01.25 16:00;5;16;0;4;0;1;1,0063;0,7928;0;6;1;23,90;0,919177617;;
03.01.25 16:15;5;16;15;4;0;1;1,0063;0,4516;0;6;1;16,35;0,953768842;;
03.01.25 16:30;5;16;30;4;0;1;1,0063;-0,8440;0;6;1;1,50;0,970388855;;
03.01.25 16:45;5;16;45;4;0;1;1,0064;0,6200;0;6;1;20,08;0,933140053;;
03.01.25 17:00;5;17;0;4;0;1;1,0064;0,9303;0;6;1;26,95;0,920191015;;
03.01.25 17:15;5;17;15;4;0;1;1,0064;-0,6345;0;6;1;1,50;0,973303422;;
03.01.25 17:30;5;17;30;4;0;1;1,0064;-0,1147;0;6;1;3,81;0,975330735;;
03.01.25 17:45;5;17;45;4;0;1;1,0064;-0,6419;0;6;1;1,50;0,979436238;;
03.01.25 18:00;5;18;0;4;0;1;1,0065;-0,6741;0;6;1;1,50;0,978205977;;
03.01.25 18:15;5;18;15;4;0;1;1,0065;-0,1977;0;6;1;1,97;0,962193283;;
03.01.25 18:30;5;18;30;4;0;1;1,0065;0,5631;0;6;1;18,82;0,918128297;;
03.01.25 18:45;5;18;45;4;0;1;1,0065;0,2015;0;6;1;10,81;0,963295988;;
03.01.25 19:00;5;19;0;4;0;1;1,0065;-0,1577;0;6;1;2,86;0,982466515;;
03.01.25 19:15;5;19;15;4;0;1;1,0065;-0,5773;0;6;1;1,50;0,983489127;;
03.01.25 19:30;5;19;30;4;0;1;1,0066;0,5676;0;6;1;18,92;0,918481739;;
03.01.25 19:45;5;19;45;4;0;1;1,0066;0,2453;0;6;1;11,78;0,960260538;;
